	transaction_date	owner	ticker	asset_description	asset_type	type	amount	comment	senator	ptr_link	disclosure_date	disclosure_year	representative	district	cap_gains_over_200_usd
8184	2015/02/13	Joint	CVLT	CommVault Systems, Inc. (NASDAQ)	Stock	Sale (Full)	$1,001 - $15,000	--	Thomas R Tillis	https://efdsearch.senate.gov/search/view/ptr/bbdeaa6d-dcb6-41fa-a5d5-cb5e5d10af6b/	2015/02/26				
8185	2015/02/13	Joint	CTRL	Control4 Corporation (NASDAQ)	Stock	Sale (Full)	$1,001 - $15,000	--	Thomas R Tillis	https://efdsearch.senate.gov/search/view/ptr/bbdeaa6d-dcb6-41fa-a5d5-cb5e5d10af6b/	2015/02/26				
8186	2015/02/13	Joint	CTCT	Constant Contact, Inc. (NASDAQ)	Stock	Sale (Full)	$1,001 - $15,000	--	Thomas R Tillis	https://efdsearch.senate.gov/search/view/ptr/bbdeaa6d-dcb6-41fa-a5d5-cb5e5d10af6b/	2015/02/26				
8187	2015/02/13	Joint	CRZO	Carrizo Oil &amp; Gas Inc. (NASDAQ)	Stock	Sale (Full)	$1,001 - $15,000	--	Thomas R Tillis	https://efdsearch.senate.gov/search/view/ptr/bbdeaa6d-dcb6-41fa-a5d5-cb5e5d10af6b/	2015/02/26				
8191	2015/02/13	Joint	CGNX	Cognex Corporation (NASDAQ)	Stock	Sale (Full)	$1,001 - $15,000	--	Thomas R Tillis	https://efdsearch.senate.gov/search/view/ptr/bbdeaa6d-dcb6-41fa-a5d5-cb5e5d10af6b/	2015/02/26				
8199	2015/02/13	Joint	AMSG	AmSurg Corp. (NASDAQ)	Stock	Sale (Full)	$1,001 - $15,000	--	Thomas R Tillis	https://efdsearch.senate.gov/search/view/ptr/bbdeaa6d-dcb6-41fa-a5d5-cb5e5d10af6b/	2015/02/26				
8203	2015/02/13	Joint	ABCO	The Advisory Board Company (NASDAQ)	Stock	Sale (Full)	$1,001 - $15,000	--	Thomas R Tillis	https://efdsearch.senate.gov/search/view/ptr/bbdeaa6d-dcb6-41fa-a5d5-cb5e5d10af6b/	2015/02/26				
8206	2015/02/05	Joint	NICE	NICE Systems Ltd. (NASDAQ)	Stock	Sale (Full)	$1,001 - $15,000	--	Thomas R Tillis	https://efdsearch.senate.gov/search/view/ptr/bbdeaa6d-dcb6-41fa-a5d5-cb5e5d10af6b/	2015/02/26				
8245	2015/01/16	Self	NOG	Northern Oil and Gas, Inc. (AMEX)	Stock	Purchase	$15,001 - $50,000	--	John Hoeven	https://efdsearch.senate.gov/search/view/ptr/1d31d4e4-ff04-488c-8fb4-b5136d4d078b/	2015/01/21				
8246	2015/01/16	Self	NOG	Northern Oil and Gas, Inc. (AMEX)	Stock	Purchase	$15,001 - $50,000	--	John Hoeven	https://efdsearch.senate.gov/search/view/ptr/1d31d4e4-ff04-488c-8fb4-b5136d4d078b/	2015/01/21				
8267	2014/12/18	Dependent	ORCL	Oracle Corporation (NYSE)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/332020b5-647b-49c1-afa2-7be502f72c34/	2015/01/05				
8271	2014/11/25	Dependent	IBM	International Business Machines Corporation (NYSE)		Sale (Partial)	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/332020b5-647b-49c1-afa2-7be502f72c34/	2015/01/05				
8277	2014/12/18	Self	SSYS	Stratasys Ltd. (NASDAQ)		Sale (Full)	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/332020b5-647b-49c1-afa2-7be502f72c34/	2015/01/05				
8279	2014/12/18	Self	KEYS	Keysight Technologies, Inc. (NYSE)		Sale (Full)	$1,001 - $15,000	Agilent Tech common stock completed a spinoff on 10/22/14 to Keysight Tech	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/332020b5-647b-49c1-afa2-7be502f72c34/	2015/01/05				
8321	2014/11/10	Spouse	XOM	Exxon Mobil Corporation (NYSE)		Purchase	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/b8079f9b-41e8-4625-bbe3-73f9614af12f/	2014/12/01				
8323	2014/11/10	Spouse	COP	ConocoPhillips (NYSE)		Purchase	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/b8079f9b-41e8-4625-bbe3-73f9614af12f/	2014/12/01				
8324	2014/11/10	Spouse	CVX	Chevron Corporation (NYSE)		Sale (Full)	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/b8079f9b-41e8-4625-bbe3-73f9614af12f/	2014/12/01				
8362	2014/10/14	Joint	CY	Cypress Semiconductor Corporation (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/ef223527-51b4-4cff-966f-fc2f989d36e8/	2014/10/28				
8402	2014/09/18	Dependent	CY	Cypress Semiconductor Corporation (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/e632ec04-6a32-4d25-97b0-31230d48b515/	2014/09/19				
8406	2014/09/18	Joint	CY	Cypress Semiconductor Corporation (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/e632ec04-6a32-4d25-97b0-31230d48b515/	2014/09/19				
8408	2014/09/18	Self	PANW	Palo Alto Networks, Inc. (NYSE)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/e632ec04-6a32-4d25-97b0-31230d48b515/	2014/09/19				
8413	2014/09/18	Self	CY	Cypress Semiconductor Corporation (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/e632ec04-6a32-4d25-97b0-31230d48b515/	2014/09/19				
8432	2014/08/08	Self	IBM	International Business Machines Corporation (NYSE)		Sale (Full)	$1,001 - $15,000	--	Cory A Booker	https://efdsearch.senate.gov/search/view/ptr/7abb2400-6528-4f7f-9739-248dfedc3ca2/	2014/09/07				
8433	2014/08/08	Self	FB	Facebook, Inc. (NASDAQ)		Sale (Full)	$1,001 - $15,000	--	Cory A Booker	https://efdsearch.senate.gov/search/view/ptr/7abb2400-6528-4f7f-9739-248dfedc3ca2/	2014/09/07				
8435	2014/08/08	Self	AAPL	Apple Inc. (NASDAQ)		Sale (Full)	$1,001 - $15,000	--	Cory A Booker	https://efdsearch.senate.gov/search/view/ptr/7abb2400-6528-4f7f-9739-248dfedc3ca2/	2014/09/07				
8455	2014/07/21	Joint	MCHP	Microchip Technology Inc. (NASDAQ)		Sale (Partial)	$15,001 - $50,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/064147b0-70e4-4673-89da-47696ed9f834/	2014/08/26				
8459	2014/07/29	Self	QLIK	Qlik Technologies, Inc. (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/064147b0-70e4-4673-89da-47696ed9f834/	2014/08/26				
8460	2014/07/29	Self	PANW	Palo Alto Networks, Inc. (NYSE)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/064147b0-70e4-4673-89da-47696ed9f834/	2014/08/26				
8461	2014/07/29	Self	LNKD	LinkedIn Corporation (NYSE)		Sale (Full)	$15,001 - $50,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/064147b0-70e4-4673-89da-47696ed9f834/	2014/08/26				
8466	2014/08/14	Self	GPRO	GoPro, Inc. (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/064147b0-70e4-4673-89da-47696ed9f834/	2014/08/26				
8475	2014/07/23	Spouse	BTE	Baytex Energy Corp. (NYSE)		Sale (Full)	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/8287dd4c-edca-465c-8008-c792237b3a84/	2014/08/14				
8483	2014/07/23	Spouse	ENLC	EnLink Midstream, LLC (NYSE)		Sale (Full)	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/8287dd4c-edca-465c-8008-c792237b3a84/	2014/08/14				
8498	2014/07/23	Spouse	PGH	Pengrowth Energy Corporation (NYSE)		Sale (Full)	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/8287dd4c-edca-465c-8008-c792237b3a84/	2014/08/14				
8500	2014/07/23	Spouse	PSX	Phillips 66 (NYSE)		Purchase	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/8287dd4c-edca-465c-8008-c792237b3a84/	2014/08/14				
8555	2014/07/07	Self	LNKD	LinkedIn Corporation (NYSE)		Sale (Partial)	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/42514ae3-1a97-4c5d-8b79-ace9e67008e5/	2014/07/17				
8556	2014/07/10	Self	QLIK	Qlik Technologies, Inc. (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/42514ae3-1a97-4c5d-8b79-ace9e67008e5/	2014/07/17				
8588	2014/06/06	Self	RNWK	RealNetworks Inc. (NASDAQ)		Sale (Partial)	$1,001 - $15,000	--	Maria Cantwell	https://efdsearch.senate.gov/search/view/ptr/81bfd841-b416-4380-8f44-48d9fc730073/	2014/06/27				
8589	2014/06/06	Self	RNWK	RealNetworks Inc. (NASDAQ)		Sale (Partial)	$1,001 - $15,000	--	Maria Cantwell	https://efdsearch.senate.gov/search/view/ptr/81bfd841-b416-4380-8f44-48d9fc730073/	2014/06/27				
8590	2014/06/06	Self	RNWK	RealNetworks Inc. (NASDAQ)		Sale (Partial)	$1,001 - $15,000	--	Maria Cantwell	https://efdsearch.senate.gov/search/view/ptr/81bfd841-b416-4380-8f44-48d9fc730073/	2014/06/27				
8591	2014/06/06	Self	RNWK	RealNetworks Inc. (NASDAQ)		Sale (Partial)	$1,001 - $15,000	--	Maria Cantwell	https://efdsearch.senate.gov/search/view/ptr/81bfd841-b416-4380-8f44-48d9fc730073/	2014/06/27				
8607	2014/06/19	Spouse	OXY	Occidental Petroleum Corporation (NYSE)		Sale (Full)	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/97d58777-edb5-4319-b360-74709332d937/	2014/06/27				
8611	2014/06/19	Spouse	HFC	HollyFrontier Corporation (NYSE)		Sale (Full)	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/97d58777-edb5-4319-b360-74709332d937/	2014/06/27				
8633	2014/05/29	Dependent	ORCL	Oracle Corporation (NYSE)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/c0fbdbce-becf-4c40-a583-d5bf5c076987/	2014/06/12				
8636	2014/05/29	Self	SSYS	Stratasys Ltd. (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/c0fbdbce-becf-4c40-a583-d5bf5c076987/	2014/06/12				
8642	2014/05/30	Spouse	OKE	ONEOK Inc. (NYSE)		Sale (Full)	$1,001 - $15,000	--	Thomas R Carper	https://efdsearch.senate.gov/search/view/ptr/f7b4d48b-4352-4ed6-888e-ecca7572a482/	2014/06/03				
8712	2014/04/29	Spouse	GOOGL	Google Inc. (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9b068596-e9ca-4b20-b738-19872aa03a6a/	2014/05/15				
8727	2014/05/09	Self	XLNX	Xilinx Inc. (NASDAQ)		Sale (Full)	$15,001 - $50,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9b068596-e9ca-4b20-b738-19872aa03a6a/	2014/05/15				
8756	2014/04/22	Spouse	COP	ConocoPhillips (NYSE)		Purchase	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/	2014/04/29				
8760	2014/04/17	Spouse	COP	ConocoPhillips (NYSE)		Purchase	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/	2014/04/29				
8845	2014/03/13	Joint	AAPL	Apple Inc. (NASDAQ)		Sale (Partial)	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/	2014/03/26				
8848	2014/02/19	Dependent	ORCL	Oracle Corporation (NYSE)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/	2014/03/26				
8855	2014/02/25	Self	PANW	Palo Alto Networks, Inc. (NYSE)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/	2014/03/26				
8856	2014/02/25	Self	QLIK	Qlik Technologies, Inc. (NASDAQ)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/	2014/03/26				
8870	2014/03/07	Spouse	SLB	Schlumberger Limited (NYSE)		Purchase	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/c1b6d1af-f711-4048-80f8-b2df63800f33/	2014/03/19				
8880	2014/02/27	Spouse	EC	Ecopetrol SA (NYSE)		Sale (Full)	$1,001 - $15,000	--	Thomas R Carper	https://efdsearch.senate.gov/search/view/ptr/a1a02a3d-f7a2-4e0e-bf8c-d9a6caefee48/	2014/03/06				
8881	2014/02/27	Spouse	RIG	Transocean Ltd. (NYSE)		Purchase	$1,001 - $15,000	--	Thomas R Carper	https://efdsearch.senate.gov/search/view/ptr/a1a02a3d-f7a2-4e0e-bf8c-d9a6caefee48/	2014/03/06				
8895	2014/02/10	Joint	AAPL	Apple Inc. (NASDAQ)		Sale (Partial)	$15,001 - $50,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/1237c9ae-5171-4e3c-aa4d-41bd4789ce8d/	2014/02/27				
8900	2014/01/29	Self	SYMC	Symantec Corporation (NASDAQ)		Sale (Full)	$15,001 - $50,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/1237c9ae-5171-4e3c-aa4d-41bd4789ce8d/	2014/02/27				
8904	2014/01/29	Self	LNKD	LinkedIn Corporation (NYSE)		Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/1237c9ae-5171-4e3c-aa4d-41bd4789ce8d/	2014/02/27				
8921	2014/02/06	Spouse	CVX	Chevron Corporation (NYSE)		Sale (Partial)	$1,001 - $15,000	--	Susan M Collins	https://efdsearch.senate.gov/search/view/ptr/8225a609-c7d3-4301-a11c-16aaeab1ba0d/	2014/02/11				
9449	2020/12/22	joint	BRK.B	Berkshire Hathaway Class B		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf	2021/01/07	2021.0	Hon. Josh Gottheimer	NJ05	False
9463	2020/12/16	joint	MS	Morgan Stanley		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf	2021/01/07	2021.0	Hon. Josh Gottheimer	NJ05	False
9680	2021/03/05		ESTC	Elastic NV Ordinary Shares		Sale (Full)	$50,001 - $100,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018383.pdf	2021/04/02	2021.0	Hon. Anthony E. Gonzalez	OH16	False
9705	2021/05/07	joint	TDOC	Teladoc Health Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018752.pdf	2021/06/07	2021.0	Hon. Donald Sternoff Honorable Beyer	VA08	False
9755	2021/08/30		CVX	CVX		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218328.pdf	2021/09/08	2021.0	Hon. Kurt Schrader	OR05	False
9770	2021/06/10	joint	ALIZY	Allianz SE ADR		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019076.pdf	2021/07/15	2021.0	Hon. Josh Gottheimer	NJ05	False
9773	2021/06/24	joint	BRK.B	Berkshire Hathaway Inc New		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019076.pdf	2021/07/15	2021.0	Hon. Josh Gottheimer	NJ05	False
9787	2021/06/15	joint	PNGAY	Ping An Insurance		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019076.pdf	2021/07/15	2021.0	Hon. Josh Gottheimer	NJ05	False
9788	2021/06/24	joint	PGR	Progressive Corporation		Purchase	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019076.pdf	2021/07/15	2021.0	Hon. Josh Gottheimer	NJ05	False
9791	2021/06/08	joint	SF	Stifel Financial Corporation		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019076.pdf	2021/07/15	2021.0	Hon. Josh Gottheimer	NJ05	False
9949	2020/12/31		KMI	Kinder Morgan Inc DE		Sale (Full)	$50,001 - $100,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217850.pdf	2021/02/10	2020.0	Hon. Billy Long	MO07	False
10044	2021/02/16		ATVI	Activision Blizzard Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10046	2021/02/16		ADBE	Adobe Inc		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10047	2021/02/16		AMD	Advanced Micro Devices		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10057	2021/02/16		GOOGL	Alphabet Inc - Class A		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10058	2021/02/16		GOOG	Alphabet Inc Class C		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10066	2021/02/16		AAPL	Apple Inc		Sale (Full)	$100,001 - $250,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10079	2021/02/16		AVGO	Broadcom Inc		Sale (Full)	$50,001 - $100,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10080	2021/02/16		CDNS	Cadence Design Systems		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10086	2021/02/17		CHKP	Check Point Software Technologies		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10089	2021/02/16		XEC	Cimarex Energy Co		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10097	2021/02/17		DASTY	Dassuly Systems SA		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10101	2021/02/16		FANG	Diamondback Energy Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10104	2021/02/16		DXC	DXC Technology Company		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10113	2021/02/16		XOM	Exxon Mobil Corp		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10114	2021/02/16		FB	Facebook Inc Class A		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10131	2021/02/17		IFNNY	Infineon Technologies		Sale (Full)	$50,001 - $100,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10133	2021/02/16		INTC	Intel Corp		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10134	2021/02/16		IBM	International Business Machines Corp		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10137	2021/02/16		JBL	Jabil inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10148	2021/02/17		LUKOY	Lukoil Co Sponsored ADR		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	False
10153	2021/02/16		MTCH	Match Group		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10154	2021/02/16		MCHP	Microchip Technology Incorporated		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10155	2021/02/16		MSFT	Microsoft Corporation		Sale (Full)	$100,001 - $250,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10158	2021/02/16		MSI	Motorola Solutions Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10161	2021/02/16		NTAP	NetApp Inc		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10171	2021/02/16		NVDA	NVIDA Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10173	2021/02/16		OKTA	Okta Inc Class A		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10175	2021/02/16		OKE	ONEOK Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10176	2021/02/16		ORCL	Oracle Corporation		Purchase	$50,001 - $100,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10181	2021/02/16		PSX	Phillips 66		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10186	2021/02/16		QCOM	QUALCOMM Incorporated		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10194	2021/02/17		SAP	SAP SE ADS		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10195	2021/02/16		SLB	Schlumberger NV		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10198	2021/02/16		ST	Sensata Technologies Holding plc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10201	2021/02/16		SNAP	Snap Inc Class A		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10208	2021/02/16		SNPS	Synopsys Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10210	2021/02/17		TSM	Taiwan Semiconductor Manufacturing Company		Sale (Full)	$50,001 - $100,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10219	2021/02/16		UBER	Uber Technologies Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10233	2021/02/16		WMB	William Companies Inc		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10236	2021/02/17		YNDX	YANDEX NV - Class A		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018311.pdf	2021/03/16	2021.0	Mr. Peter Meijer	MI03	True
10268	2020/01/02	joint	ADTN	ADTRAN, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014938.pdf	2020/01/20	2020.0	Hon. Mo Brooks	AL05	False
10270	2020/01/02	joint	CDNS	Cadence Design Systems, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20014938.pdf	2020/01/20	2020.0	Hon. Mo Brooks	AL05	False
